TI203,PI215,PI216,PI218,MP-1101,PI255A,TI405,TI401,FT402,T_wbulb,SSC_gros
180.4054718,9.63671875,9.635742188,9.78515625,61.126297,0.164428711,53.36303711,28.57666016,7010.385742,17.35147095,7.498000622
180.4359436,9.66015625,9.62890625,9.768554688,61.11460114,0.163757324,53.24707031,28.54003906,6998.62207,17.02033234,7.480590343
180.3445282,9.62109375,9.639648438,9.763671875,61.14968491,0.163879395,53.2043457,28.44848633,7138.932617,17.31580353,7.436075211
180.3445282,9.63671875,9.638671875,9.775390625,61.20815659,0.163391113,53.14941406,28.35693359,7251.750977,16.82567215,7.419528484
180.4664001,9.64453125,9.625976563,9.76171875,61.09121323,0.162231445,53.19213867,28.39355469,7213.353516,16.84838867,7.445049286
180.4359436,9.6484375,9.587890625,9.728515625,61.06782532,0.159423828,52.67333984,28.00292969,6950.491211,16.02993011,7.433509827
180.4664001,9.6328125,9.580078125,9.71484375,61.20815659,0.156982422,52.42919922,27.71606445,7370.711914,15.19458389,7.426940918
180.4054718,9.741210938,9.71484375,9.8828125,61.87473297,0.159790039,52.70996094,27.83203125,7056.378906,15.82458496,7.390501499
180.5882874,9.7890625,9.762695313,9.908203125,62.06184387,0.16394043,53.23486328,28.17382813,7029.947754,16.19408035,7.323994637
180.5578156,9.78515625,9.758789063,9.9140625,61.94490051,0.165588379,53.33862305,28.30200195,6949.612793,16.51549721,7.365080357
180.5273438,9.779296875,9.751953125,9.892578125,61.9215126,0.166870117,53.61328125,28.47290039,7120.955566,16.91617012,7.38828516
180.4968719,9.653320313,9.588867188,9.75390625,60.61174393,0.166381836,53.64990234,28.76586914,7018.217285,17.75449371,7.547326088
180.3445282,9.608398438,9.522460938,9.654296875,60.13227844,0.167541504,53.70483398,29.01000977,7692.437012,17.89227676,7.574626446
180.3140564,9.584960938,9.493164063,9.640625,60.19075012,0.165527344,53.47900391,28.99780273,7246.277832,17.97230911,7.586717129
180.3140564,9.556640625,9.466796875,9.649414063,60.15566635,0.164245605,53.45458984,28.88793945,7223.922852,18.07906532,7.588977337
180.375,9.545898438,9.461914063,9.625976563,59.96855545,0.165588379,53.49121094,29.00390625,6922.774414,18.80089951,7.599107742
180.375,9.463867188,9.393554688,9.541015625,59.44231033,0.166503906,53.71704102,29.30908203,6794.629883,18.64455414,7.658639908
180.3445282,9.564453125,9.475585938,9.623046875,60.01533508,0.163391113,52.97851563,28.66821289,7197.258789,17.3222065,7.641608715
180.375,9.583007813,9.494140625,9.653320313,60.29599762,0.163513184,53.28369141,28.85131836,7455.106445,17.46398735,7.577897549
180.4207001,9.547851563,9.463867188,9.619140625,60.16736221,0.162109375,53.05786133,28.60717773,7072.793945,17.36077499,7.588910103
180.4207001,9.629882813,9.541992188,9.6953125,60.56496811,0.163513184,53.17993164,28.64990234,6987.712402,17.41320992,7.524277687
180.4207001,9.631835938,9.547851563,9.6953125,60.55327225,0.163330078,53.2409668,28.61328125,7111.950195,17.10718155,7.556397915
180.4511719,9.6171875,9.52734375,9.671875,60.58835602,0.161560059,53.03344727,28.46679688,7165.387207,16.94244385,7.521040916
180.4207001,9.625976563,9.536132813,9.68359375,60.61174393,0.162597656,53.03344727,28.49731445,7226.879395,17.06653214,7.547863007
180.4511719,9.620117188,9.53515625,9.676757813,60.69360733,0.161682129,53.02124023,28.43017578,7065.455078,16.89235115,7.528789997
180.4207001,9.602539063,9.524414063,9.676757813,60.65852356,0.16003418,52.77709961,28.3203125,7187.075195,16.72314262,7.549942493
180.4207001,9.6328125,9.62109375,9.756835938,61.24324036,0.160766602,52.94189453,28.21044922,6900.255371,16.43432426,7.49312067
180.4511719,9.64453125,9.63671875,9.788085938,61.17307281,0.162719727,53.17382813,28.39355469,7207.851563,16.90060234,7.452980518
180.3902283,9.647460938,9.63671875,9.791992188,61.20815659,0.163146973,53.11279297,28.34472656,7161.979004,17.00875664,7.489667416
180.4511719,9.658203125,9.625976563,9.772460938,61.126297,0.163085938,53.08837891,28.41796875,7354.961426,16.68454742,7.47687149
180.4816437,9.658203125,9.600585938,9.7421875,61.31340408,0.160949707,52.83813477,28.10058594,6849.206055,16.43954659,7.439570904
180.4816437,9.705078125,9.740234375,9.84375,61.7344017,0.16192627,52.94799805,28.08227539,7193.017578,16.1018219,7.382671833
180.4816437,9.765625,9.743164063,9.8984375,62.0267601,0.162536621,52.99682617,28.02734375,7168.793457,16.68049622,7.375282288
180.5730438,9.779296875,9.759765625,9.912109375,61.90981674,0.165527344,53.44238281,28.3996582,7212.930664,17.09591103,7.387215137
180.4054718,9.662109375,9.686523438,9.809570313,61.19646072,0.165649414,53.515625,28.58886719,6844.749023,17.73706055,7.491371155
180.375,9.657226563,9.579101563,9.724609375,60.61174393,0.16595459,53.64990234,28.87573242,7090.032227,19.15081024,7.542601109
180.375,9.36328125,9.296875,9.473632813,58.96284485,0.163330078,53.44238281,29.19921875,7395.924805,18.84504509,7.731519222
180.2835999,9.372070313,9.297851563,9.486328125,59.05639648,0.163574219,53.11889648,29.11376953,7393.036133,18.65332222,7.747664452
180.3140564,9.3515625,9.284179688,9.443359375,59.14995193,0.160522461,52.92358398,28.77807617,6833.146973,17.8781662,7.740913391
180.375,9.34375,9.276367188,9.452148438,59.07978821,0.160522461,52.99682617,28.85131836,6880.324707,17.98086548,7.742286205
180.3445282,9.403320313,9.330078125,9.490234375,59.13825989,0.16583252,53.66821289,29.42504883,7165.812988,18.87447357,7.734724045
180.3445282,9.33984375,9.271484375,9.47265625,59.11486816,0.16015625,52.88696289,28.81469727,6990.769043,17.91611099,7.764050961
180.4968719,9.560546875,9.471679688,9.627929688,60.17905426,0.162902832,53.25317383,28.72314453,7347.07373,17.63664246,7.563994884
180.5578156,9.5234375,9.443359375,9.624023438,60.09719467,0.160339355,52.96020508,28.50952148,6966.717773,17.1462059,7.633721828
180.5273438,9.641601563,9.549804688,9.698242188,60.67021561,0.162597656,53.125,28.52172852,7213.353516,17.11236954,7.515527248
180.4664001,9.653320313,9.646484375,9.784179688,61.26662827,0.165283203,53.38134766,28.57055664,7186.650879,17.23651886,7.461241722
180.4968719,9.66015625,9.66796875,9.795898438,61.16138077,0.166015625,53.50341797,28.66210938,6994.696777,17.4926548,7.504273415
180.5273438,9.673828125,9.641601563,9.783203125,61.13798904,0.164672852,53.40576172,28.55834961,6955.757813,17.09038544,7.479188919
180.4664001,9.651367188,9.637695313,9.780273438,61.03274155,0.163879395,53.27148438,28.49121094,6908.211914,16.63780594,7.496156693
180.4664001,9.645507813,9.629882813,9.768554688,61.14968491,0.162841797,53.06396484,28.28369141,7106.798828,16.50259018,7.49060154
180.4968719,9.64453125,9.6171875,9.768554688,61.17307281,0.162109375,52.96630859,28.17382813,7027.776855,16.28598976,7.486606121
180.4359436,9.633789063,9.611328125,9.760742188,61.11460114,0.16015625,52.734375,28.10058594,7184.952148,15.9275322,7.498582363
180.5578156,9.66015625,9.590820313,9.736328125,61.17307281,0.157531738,52.50244141,27.78930664,7091.323242,15.68490028,7.497147083
180.4968719,9.657226563,9.595703125,9.73046875,61.18476868,0.15802002,52.50854492,27.83203125,7154.731445,15.75008774,7.476220131
180.5273438,9.653320313,9.580078125,9.725585938,61.11460114,0.156433105,52.23388672,27.62451172,7271.922852,15.1944952,7.487188339
180.5273438,9.651367188,9.56640625,9.72265625,61.09121323,0.156311035,52.25830078,27.64282227,7413.646973,15.5184164,7.474511623
180.4664001,9.658203125,9.586914063,9.713867188,61.10290909,0.158447266,52.47802734,27.86254883,6851.878906,16.20623779,7.483250618
180.6492157,9.803710938,9.782226563,9.931640625,62.17878723,0.164245605,53.27148438,28.11889648,7095.195313,16.65424919,7.368327618
180.5273438,9.728515625,9.767578125,9.8671875,61.48881912,0.164978027,53.46679688,28.36914063,6928.0625,17.22643661,7.462836742
180.4968719,9.655273438,9.640625,9.780273438,61.13798904,0.163818359,53.19213867,28.38745117,7283.244629,16.8925705,7.501516819
180.4359436,9.665039063,9.680664063,9.815429688,61.20815659,0.167175293,53.64379883,28.77197266,7292.875488,17.32866669,7.490710258
180.4054718,9.440429688,9.370117188,9.5234375,59.4540062,0.164245605,53.36303711,29.03442383,7162.405273,18.26171494,7.706210136
180.4359436,9.453125,9.380859375,9.548828125,59.48908997,0.165344238,53.55834961,29.16870117,6992.951172,18.59844589,7.691038132
180.3445282,9.50390625,9.418945313,9.573242188,59.62942123,0.167724609,53.70483398,29.296875,6984.654785,18.64419746,7.690334797
180.3445282,9.366210938,9.296875,9.475585938,59.07978821,0.161071777,53.0090332,28.85742188,7330.856445,17.37257004,7.763288975
180.4359436,9.65234375,9.559570313,9.709960938,60.86902237,0.163024902,53.21044922,28.52783203,7169.64502,17.63333893,7.467606544
180.375,9.454101563,9.381835938,9.551757813,59.60603333,0.163208008,53.3203125,28.94287109,6987.712402,17.83304977,7.699899673
180.3292999,9.475585938,9.400390625,9.55078125,59.62942123,0.163391113,53.30200195,28.93676758,6934.666504,17.84703064,7.686864853
180.4511719,9.584960938,9.493164063,9.631835938,60.15566635,0.164489746,53.3996582,28.88793945,7341.256348,17.7438488,7.641354084
180.5121155,9.604492188,9.515625,9.680664063,60.30769348,0.164306641,53.39355469,28.88183594,7071.931152,17.87506104,7.597307205
180.4816437,9.545898438,9.463867188,9.610351563,60.02702713,0.162536621,53.19824219,28.73535156,7306.253906,17.37687302,7.629688263
180.5121155,9.645507813,9.553710938,9.696289063,60.76377106,0.163696289,53.34472656,28.69873047,7011.256348,17.36285019,7.520906925
180.4511719,8.904296875,8.870117188,9.07421875,57.15022278,0.15234375,51.8737793,28.29589844,6913.069336,17.26529312,8.022005081
180.3902283,8.916992188,8.880859375,9.06640625,56.93972397,0.15411377,51.89819336,28.40576172,6964.527344,17.00701523,8.065361977
180.4207001,8.90234375,8.862304688,9.077148438,56.97480774,0.151062012,51.68457031,28.16162109,6900.697754,16.90628624,8.088302612
180.4968719,8.903320313,8.869140625,9.057617188,57.0098877,0.150817871,51.55029297,28.06396484,6703.289063,16.84820557,8.082121849
180.4664001,8.872070313,8.844726563,9.056640625,56.95141602,0.150024414,51.5625,28.03344727,6959.26709,16.53430557,8.027647972
180.375,8.883789063,8.84765625,9.068359375,56.98649979,0.148803711,51.26953125,27.82592773,7027.776855,16.54107475,8.070394516
180.5578156,8.879882813,8.845703125,9.056640625,57.08005524,0.148010254,51.19628906,27.76489258,6709.20459,16.39796257,8.012077332
180.4664001,8.862304688,8.83203125,9.04296875,57.03327942,0.147705078,51.11083984,27.72216797,6850.987793,16.45506859,8.00980854
180.4054718,8.862304688,8.831054688,9.033203125,57.0917511,0.148254395,51.15966797,27.75878906,6966.279785,16.23652649,8.071239471
180.4664001,8.900390625,8.866210938,9.065429688,57.20869446,0.149475098,51.34887695,27.91137695,7014.737793,16.76610947,8.009576797
180.375,8.911132813,8.875,9.080078125,57.05666733,0.151123047,51.71508789,28.21655273,6788.788086,17.34511757,8.047280312
180.4359436,8.911132813,8.875,9.088867188,57.05666733,0.151977539,51.80053711,28.2043457,7080.556152,17.63799095,8.044247627
180.3445282,8.919921875,8.884765625,9.086914063,56.97480774,0.153320313,51.98364258,28.46679688,7356.206055,17.66507339,8.073302269
180.4359436,8.942382813,8.907226563,9.099609375,56.83447266,0.155517578,52.25219727,28.62548828,6940.824707,17.75788116,8.109333992
180.4054718,8.9609375,8.921875,9.1171875,57.03327942,0.156616211,52.38647461,28.74145508,7033.853516,18.23711395,8.055259705
180.375,8.966796875,8.927734375,9.13671875,57.16191483,0.157104492,52.50854492,28.79638672,6671.801758,18.28276443,8.04144001
180.4054718,8.920898438,8.884765625,9.077148438,56.91633606,0.157104492,52.53295898,28.82080078,7089.171387,18.37190247,8.056941032
180.4054718,8.950195313,8.9140625,9.095703125,56.95141602,0.156860352,52.48413086,28.75366211,6606.530273,18.04434013,8.093927383
180.3445282,8.942382813,8.907226563,9.126953125,57.0098877,0.156188965,52.27661133,28.6315918,6909.978516,18.16427231,8.071998596
180.4359436,8.953125,8.912109375,9.095703125,57.16191483,0.155883789,52.25219727,28.60717773,6823.314453,18.03296852,8.05637455
180.3597717,9.573242188,9.485351563,9.622070313,60.15566635,0.163818359,53.30810547,28.77807617,7063.294922,17.47951508,7.664998055
180.3597717,9.560546875,9.47265625,9.614257813,60.16736221,0.163208008,53.08837891,28.6315918,7105.510742,17.48858643,7.622771263
180.4511719,9.592773438,9.50390625,9.651367188,60.21413803,0.164855957,53.25317383,28.80249023,7296.640625,17.40453339,7.621938705
180.4511719,9.563476563,9.475585938,9.662109375,60.3544693,0.161376953,53.02124023,28.5949707,7201.498047,17.19118881,7.623489857
180.4207001,8.889648438,8.858398438,9.059570313,57.0917511,0.150024414,51.47705078,28.32641602,6858.111328,16.89485741,8.044764519
180.3597717,8.903320313,8.8671875,9.071289063,56.88125229,0.151123047,51.65405273,28.09448242,6914.393555,17.45511246,8.107496262
180.4816437,8.895507813,8.860351563,9.0546875,57.0917511,0.15045166,51.53198242,28.0456543,6908.211914,17.06575012,8.045402527
180.3597717,8.903320313,8.864257813,9.063476563,57.11513901,0.149108887,51.4465332,27.93579102,7177.727539,16.5292511,8.055625916
180.4511719,8.885742188,8.8515625,9.041992188,57.03327942,0.150268555,51.47094727,28.02734375,7143.206055,17.05959511,8.067666054
180.3597717,8.892578125,8.857421875,9.051757813,57.04497147,0.149414063,51.47094727,27.97851563,7129.521484,17.06549072,8.044981956
180.4511719,8.866210938,8.8359375,9.049804688,56.92802811,0.149658203,51.33666992,27.9296875,6773.036621,16.47394371,8.056816101
180.3902283,8.88671875,8.848632813,9.05078125,57.10344315,0.147460938,51.01928711,27.60009766,7029.513672,16.07231331,8.051291466
180.4511719,8.889648438,8.854492188,9.05859375,57.18530273,0.147460938,51.20239258,27.79541016,6928.0625,16.41209793,8.034071922
180.4207001,9.418945313,9.34765625,9.52734375,59.7697525,0.157043457,52.08129883,28.28369141,7120.098145,17.34078979,7.652163982
180.3902283,9.624023438,9.590820313,9.75,60.78715897,0.165588379,53.57666016,28.80249023,7098.205566,17.79443741,7.562186241
180.3902283,9.623046875,9.600585938,9.744140625,60.57666397,0.166992188,53.68041992,28.94287109,7164.961426,18.07909393,7.587988377
180.542572,9.473632813,9.401367188,9.567382813,59.62942123,0.164794922,53.58276367,29.11987305,7314.603027,18.30023575,7.717858791
180.3597717,9.487304688,9.408203125,9.573242188,59.74636459,0.164855957,53.44848633,29.11376953,7493.486816,18.43715668,7.694245338
180.3597717,9.471679688,9.39453125,9.549804688,59.69958496,0.163330078,53.36303711,28.9855957,7167.09082,18.47117233,7.69758606
180.3292999,9.461914063,9.390625,9.546875,59.57094955,0.163146973,53.2409668,29.07714844,7445.275391,18.63018417,7.684996605
180.3445282,9.633789063,9.659179688,9.793945313,61.26662827,0.162475586,53.07006836,28.45458984,6985.965332,17.12176514,7.454503059
180.4054718,9.647460938,9.668945313,9.805664063,61.18476868,0.164855957,53.44848633,28.54614258,6938.186035,17.26393127,7.485381603
180.4664001,9.645507813,9.66015625,9.798828125,61.18476868,0.164367676,53.42407227,28.61328125,6914.834961,17.23639297,7.461256504
180.4664001,9.642578125,9.643554688,9.794921875,61.18476868,0.164001465,53.49731445,28.61938477,7256.378418,17.51593018,7.49102354
180.4359436,9.639648438,9.639648438,9.760742188,61.24324036,0.163330078,53.28369141,28.53393555,7274.020508,16.87758827,7.478357792
180.4054718,9.634765625,9.651367188,9.776367188,61.23154449,0.162963867,53.14331055,28.43017578,6983.780762,16.97413826,7.4971385
180.4664001,9.655273438,9.631835938,9.766601563,61.126297,0.161621094,53.11279297,28.41186523,6897.158691,16.65395355,7.493611813
180.4359436,9.64453125,9.620117188,9.771484375,61.11460114,0.161437988,52.90527344,28.19824219,7122.669434,16.43956757,7.502316952
180.4054718,9.638671875,9.661132813,9.791015625,61.18476868,0.16394043,53.16772461,28.46679688,7091.323242,16.79402733,7.505063057
180.4359436,9.640625,9.64453125,9.778320313,61.29001617,0.162963867,53.14331055,28.41186523,7349.150391,16.78565788,7.503492832
180.4664001,8.892578125,8.860351563,9.0859375,57.06835938,0.148925781,51.86767578,28.35083008,7340.008789,16.95422554,8.065374374
180.4968719,8.85546875,8.825195313,9.026367188,57.04497147,0.147155762,51.19018555,28.09448242,7156.864258,16.71249962,8.046711922
180.3445282,8.885742188,8.8515625,9.043945313,57.04497147,0.148376465,51.26342773,28.18603516,6998.62207,16.84886551,8.037116051
180.3445282,8.880859375,8.844726563,9.041015625,57.05666733,0.148193359,51.21459961,28.11279297,7293.712402,16.64519501,8.065910339
180.375,8.837890625,8.806640625,9.0390625,56.99819565,0.145935059,51.0925293,28.0090332,7298.731934,16.69025993,8.06341362
180.5273438,9.745117188,9.795898438,9.877929688,61.79287338,0.164306641,53.38134766,28.42407227,7126.952637,16.76040649,7.402664661
180.5273438,9.756835938,9.81640625,9.904296875,61.79287338,0.165771484,53.43017578,28.4362793,7049.022461,16.77376556,7.427841187
180.4664001,9.662109375,9.685546875,9.799804688,61.30171204,0.16394043,53.35693359,28.54614258,7122.241211,17.34940338,7.482278824
180.5273438,9.665039063,9.587890625,9.727539063,60.6468277,0.165710449,53.515625,28.82080078,7263.524414,17.33852577,7.570052147
180.4359436,9.635742188,9.584960938,9.731445313,60.75207901,0.164978027,53.43017578,29.01000977,7092.184082,17.99365234,7.578445911
180.4054718,9.595703125,9.504882813,9.65234375,60.29599762,0.16418457,53.40576172,29.32128906,6896.273926,18.09857368,7.600994587
180.3140564,9.6015625,9.5234375,9.657226563,60.2492218,0.166320801,53.7109375,29.46166992,6879.880859,18.8352375,7.63049078
180.375,9.399414063,9.327148438,9.47265625,59.22011948,0.165527344,53.70483398,29.68139648,7154.731445,19.16603279,7.735289097
180.3140564,9.314453125,9.247070313,9.423828125,58.75234604,0.162719727,53.33251953,29.44946289,6929.383789,19.01085854,7.833624363
180.375,9.31640625,9.248046875,9.400390625,58.90437317,0.161682129,53.27148438,29.30297852,7165.387207,18.22604179,7.805338383
180.4359436,9.3671875,9.298828125,9.454101563,59.24350739,0.160888672,52.94189453,28.90625,7355.791504,17.97402573,7.721129417
180.4054718,9.380859375,9.310546875,9.486328125,59.39553452,0.161132813,53.03344727,28.83911133,7295.804199,17.75494003,7.691913128
180.4359436,9.650390625,9.568359375,9.733398438,60.84563065,0.161437988,53.11889648,28.54614258,7247.962402,17.07996941,7.477371216
180.4968719,9.653320313,9.65234375,9.787109375,61.4420433,0.163085938,53.19213867,28.47900391,7095.195313,17.05715942,7.40634203
180.375,9.64453125,9.670898438,9.78515625,61.32509995,0.163513184,53.26538086,28.515625,6949.612793,16.97080231,7.458912373
180.4968719,9.659179688,9.678710938,9.802734375,61.27832413,0.164978027,53.50952148,28.67431641,7390.145996,17.22598267,7.465432644
180.4359436,9.653320313,9.577148438,9.715820313,60.99765778,0.162902832,53.27758789,28.67431641,7476.770508,17.30703163,7.479177952
180.4054718,9.631835938,9.547851563,9.68359375,60.81055069,0.161621094,52.97241211,28.41796875,7017.782227,16.89367485,7.528190136
180.375,9.640625,9.56640625,9.705078125,60.91579819,0.16229248,53.02124023,28.46679688,7005.595703,16.85937309,7.497160435
180.375,8.928710938,8.890625,9.086914063,57.3841095,0.148803711,51.32446289,28.16162109,7282.406738,16.59685898,7.96818018
180.4511719,8.90234375,8.868164063,9.067382813,57.32563782,0.147644043,51.21459961,28.03955078,7227.30127,16.64087677,7.971284866
180.4359436,8.909179688,8.875976563,9.08203125,57.37241364,0.147155762,51.13525391,27.97241211,7074.519531,16.38450813,7.970299244
180.3445282,8.879882813,8.841796875,9.057617188,57.15022278,0.14666748,51.04980469,27.89916992,6970.221191,16.24307251,8.025227547
180.4664001,8.8984375,8.86328125,9.056640625,57.34902573,0.144958496,50.81787109,27.734375,6979.84668,16.0868187,7.973185062
180.5882874,9.79296875,9.771484375,9.916992188,62.20217514,0.160827637,52.90527344,27.87475586,7205.311035,15.89590263,7.355885029
180.5578156,9.771484375,9.748046875,9.89453125,61.94490051,0.163513184,53.18603516,28.21044922,7062.430664,16.65698814,7.40967226
180.4968719,9.7734375,9.749023438,9.893554688,61.86304092,0.166564941,53.60107422,28.54003906,7070.63623,17.34697342,7.425456524
180.375,9.6484375,9.615234375,9.7578125,61.04443741,0.164001465,53.45458984,28.75976563,7209.968262,17.11753082,7.509079933
180.375,9.650390625,9.646484375,9.75390625,61.126297,0.166931152,53.69262695,28.94287109,7530.86084,17.91842651,7.505860329
180.3140564,9.62890625,9.546875,9.688476563,60.57666397,0.165893555,53.50952148,28.97338867,7049.022461,18.06105423,7.555288792
180.4359436,9.40234375,9.333984375,9.487304688,59.23181152,0.164611816,53.49121094,29.19311523,7144.060547,19.02326012,7.795295715
180.375,9.404296875,9.33203125,9.520507813,59.33706284,0.163757324,53.38745117,29.15039063,7242.486816,18.12757301,7.744839668
180.3140564,9.41015625,9.33984375,9.495117188,59.26689529,0.163208008,53.21655273,28.99780273,7060.702148,17.62672806,7.728248119
180.2835999,9.428710938,9.354492188,9.52734375,59.5826416,0.16229248,53.13110352,28.94897461,7216.314453,18.23617554,7.723114967
180.4968719,9.623046875,9.537109375,9.66796875,60.41294098,0.165222168,53.42407227,28.87573242,7082.280273,18.25383377,7.570641518
180.3445282,9.610351563,9.5234375,9.688476563,60.3544693,0.16394043,53.48510742,28.80859375,7192.168945,17.27491379,7.618712425
180.4359436,9.663085938,9.583984375,9.759765625,60.79885483,0.163146973,53.24707031,28.5949707,7505.288086,17.50543976,7.523055553
180.4359436,9.659179688,9.606445313,9.75390625,60.85732651,0.164123535,53.41796875,28.6315918,7055.513672,17.31111908,7.534006119
180.375,9.650390625,9.594726563,9.754882813,60.84563065,0.163391113,53.25927734,28.61328125,7242.06543,17.15777969,7.538018227
180.375,9.638671875,9.596679688,9.745117188,60.81055069,0.164489746,53.34472656,28.62548828,6976.785645,17.44434357,7.536599159
180.4968719,9.67578125,9.70703125,9.84375,61.37187576,0.165771484,53.44848633,28.61328125,7295.385742,17.71394348,7.478201389
180.4359436,9.68359375,9.716796875,9.830078125,61.45373917,0.164978027,53.49121094,28.61938477,6816.602051,17.20340347,7.454605579
180.4054718,9.168945313,9.116210938,9.297851563,58.44829178,0.154785156,52.02026367,28.50952148,6988.148926,17.32115936,7.846216679
180.4664001,8.813476563,8.784179688,8.989257813,56.70583725,0.147705078,51.30004883,28.32641602,7130.377441,17.60242462,8.111386299
180.5273438,8.817382813,8.79296875,9.004882813,56.69414139,0.148742676,51.37329102,28.35693359,7165.812988,17.39384651,8.065747261
180.4359436,8.790039063,8.762695313,8.96875,56.49533844,0.14666748,51.16577148,28.18603516,7164.961426,16.78321838,8.089032173
180.4664001,8.788085938,8.76171875,8.966796875,56.51872635,0.146118164,51.03149414,28.07617188,7334.602051,16.67418671,8.114535332
180.4054718,8.778320313,8.752929688,8.9453125,56.58889389,0.14465332,50.83618164,27.90527344,7446.915039,16.29492378,8.116470337
180.4054718,9.752929688,9.727539063,9.892578125,61.79287338,0.163391113,53.15551758,28.25317383,7119.241211,16.53368568,7.444756031
180.375,9.690429688,9.735351563,9.859375,61.43034744,0.164245605,53.28979492,28.45458984,7109.375,17.12984848,7.48623085
180.4054718,9.680664063,9.721679688,9.807617188,61.46543121,0.163879395,53.17993164,28.29589844,6973.723145,16.85941315,7.495610237
180.3445282,9.66796875,9.712890625,9.823242188,61.53559875,0.162841797,53.08227539,28.25927734,7235.741699,16.49239349,7.485729218
180.375,9.68359375,9.723632813,9.833007813,61.51221085,0.16418457,53.25317383,28.37524414,7265.205078,17.41041946,7.492110729
180.2835999,9.6328125,9.625976563,9.764648438,60.85732651,0.165405273,53.60107422,28.82080078,7351.226074,17.8145237,7.546876907
180.2226563,9.466796875,9.391601563,9.563476563,59.64111328,0.162536621,53.28369141,28.76586914,6943.901855,17.57809067,7.690487862
180.3140564,9.399414063,9.327148438,9.513671875,59.13825989,0.16229248,53.24707031,28.93676758,7070.20459,18.12311172,7.770057201
180.2226563,9.4765625,9.395507813,9.573242188,59.64111328,0.161621094,53.125,28.74755859,7177.302734,17.22561836,7.661532402
180.1921844,9.59375,9.500976563,9.669921875,60.29599762,0.162475586,53.24707031,28.69262695,6997.75,17.57421684,7.630589008
180.2226563,9.559570313,9.469726563,9.630859375,59.85161209,0.166320801,53.70483398,29.15649414,7095.625488,18.32781982,7.603261471
180.2531281,9.403320313,9.330078125,9.502929688,59.22011948,0.162719727,53.21655273,28.96728516,7053.350586,17.96420288,7.756754398
180.3445282,9.41015625,9.337890625,9.522460938,59.2902832,0.162414551,53.14331055,28.9855957,7453.878418,18.01083374,7.727340698
180.3597717,9.477539063,9.401367188,9.56640625,59.72297668,0.162414551,53.23486328,28.79638672,6837.165039,17.81568718,7.635206223
180.3292999,9.5859375,9.495117188,9.6484375,60.19075012,0.162231445,53.30810547,28.7109375,7535.722168,17.15749741,7.494029045
180.4207001,9.756835938,9.734375,9.899414063,61.94490051,0.160949707,52.95410156,28.00292969,6970.221191,16.05164146,7.316633224
180.6035156,9.76171875,9.830078125,9.905273438,61.76948547,0.164794922,53.25927734,28.25927734,7500.813965,16.54320526,7.329329014
180.5121155,9.74609375,9.809570313,9.868164063,61.86304092,0.162780762,53.01513672,28.13720703,7073.656738,16.52751541,7.366291523
180.4511719,9.7578125,9.799804688,9.893554688,61.76948547,0.163330078,53.14941406,28.16772461,7089.171387,16.41301537,7.403352261
180.4511719,9.754882813,9.811523438,9.9140625,61.96828842,0.162902832,53.17382813,28.16772461,7144.060547,15.99302864,7.369386673
180.5730438,8.766601563,8.737304688,8.940429688,56.53042221,0.144165039,50.57983398,27.72216797,7100.784668,15.90419579,8.083816528
180.4207001,8.771484375,8.745117188,8.958984375,56.62397766,0.142883301,50.44555664,27.57568359,7240.800781,15.86519241,8.086969376
180.4207001,8.788085938,8.760742188,8.954101563,56.7993927,0.143859863,50.49438477,27.67944336,7393.036133,16.04977417,8.093450546
180.4816437,8.764648438,8.73828125,8.955078125,56.6122818,0.14465332,50.84838867,27.91748047,7091.753418,16.24280167,8.07770443
180.3597717,8.799804688,8.7734375,8.97265625,56.75261307,0.146057129,50.97045898,28.02124023,7445.275391,16.74264526,8.072987556
180.5121155,8.813476563,8.787109375,9.002929688,56.6122818,0.148986816,51.31225586,27.9296875,7135.083984,16.83956146,8.072264671
180.4207001,9.668945313,9.692382813,9.807617188,61.31340408,0.163024902,53.08227539,28.29589844,7067.614258,17.07388115,7.470364094
180.3292999,9.642578125,9.606445313,9.752929688,60.99765778,0.164428711,53.42407227,28.7109375,7094.765137,17.41962814,7.497182846
180.3597717,9.6484375,9.608398438,9.752929688,60.97426987,0.165039063,53.35693359,28.68652344,7226.879395,17.8009491,7.49917078
180.3902283,9.631835938,9.541992188,9.716796875,60.26091385,0.166442871,53.62548828,28.99780273,7400.050293,17.71931839,7.515049934
180.2988281,9.486328125,9.41015625,9.57421875,59.86330795,0.162780762,53.22265625,28.82080078,7322.942383,18.25496292,7.621384144
180.3902283,9.486328125,9.41015625,9.568359375,59.83992004,0.160766602,53.02734375,28.66821289,6926.300293,17.3959198,7.640920639
180.2378845,9.430664063,9.360351563,9.5234375,59.39553452,0.164916992,53.54003906,29.23583984,6965.841797,18.64445114,7.726020336
180.3292999,9.401367188,9.33203125,9.518554688,59.05639648,0.164306641,53.55224609,29.1809082,7201.074219,18.627882,7.738736629
180.2378845,9.4375,9.365234375,9.53125,59.33706284,0.166381836,53.72314453,29.40063477,6938.186035,18.20388031,7.685072899
180.4207001,9.642578125,9.57421875,9.72265625,60.75207901,0.164306641,53.13110352,28.58276367,7273.181641,17.19778442,7.509266853
180.4359436,9.66796875,9.595703125,9.754882813,60.88071442,0.164672852,53.3996582,28.73535156,7070.20459,17.70157433,7.485917091
